"20","10","0"
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.84,0.01,0
7.7,0.01,0
6.54,0.01,0
5.6,0.01,0
4.89,0.01,0
4.14,0.01,0
3.58,0.01,0
3.12,0.01,0
2.7,0.01,0
2.33,0.01,0
1.99,0.01,0
1.74,0.01,0
99.42,56.56,0.21
99.16,51.49,0.18
98.6,46.5,0.14
97.87,41.33,0.12
96.86,36.61,0.08
95.37,31.88,0.04
93.26,27.69,0.03
90.91,23.86,0.01
88.49,20.25,0.01
85.07,17.25,0
80.86,14.76,0
76.91,12.22,0
99.99,88.14,1.59
99.97,84.79,1.13
99.9,80.78,0.88
99.8,75.78,0.64
99.66,70.51,0.42
99.44,64.19,0.31
99.06,57.76,0.25
98.44,51.59,0.18
97.58,45.68,0.09
96.59,39.43,0.06
94.92,33.65,0.06
92.71,28.68,0.02
94.71,35.61,0.05
92.53,30.61,0.03
89.62,26.13,0.02
86.33,21.98,0
82.87,18.55,0
78.56,15.65,0
73.94,12.94,0
69.09,10.58,0
64.21,8.6,0
59.7,7.07,0
54.09,5.82,0
49.57,4.57,0
81.74,18.53,0.02
77.95,15.45,0
74.02,13.2,0.01
69.73,10.94,0.01
65.43,8.84,0.01
61.1,7.35,0.01
56.37,6.13,0.01
51.77,5.06,0
46.89,4.03,0
42.61,3.33,0
38.79,2.72,0
34.7,2.29,0
92.72,28.98,0.04
90.77,25.54,0.03
88.35,22.37,0.02
85.47,19.47,0.01
82.19,16.71,0.01
78.42,14.36,0.01
74.73,12.1,0.01
70.29,10.09,0.01
65.74,8.31,0
61.37,6.79,0
56.78,5.61,0
51.81,4.67,0
98.93,54.89,0.19
98.52,50.4,0.14
97.77,45.71,0.12
96.66,40.27,0.1
95.59,35.9,0.09
94.08,31.29,0.06
92.03,27.12,0.03
89.69,23.67,0.03
86.61,20.03,0.02
83.52,17.05,0.01
79.67,14.4,0
75.47,12.14,0
99.98,86.29,1.47
99.95,82.41,1.09
99.84,78.39,0.81
99.78,73.39,0.54
99.58,67.57,0.32
99.3,61.38,0.19
98.75,55.42,0.12
98.15,49.39,0.07
97.28,43.64,0.06
95.85,37.64,0.04
93.72,31.86,0.04
91.68,26.83,0.04
94.85,35.65,0.08
92.71,30.47,0.05
90.46,26.05,0.03
87.18,21.92,0.02
83.57,18.76,0.01
79.69,15.95,0.01
75.1,13.33,0
70.32,11,0
65.5,8.93,0
60.33,7.17,0
55.26,5.74,0
49.89,4.65,0
82.3,18.83,0
78.85,16.38,0
74.87,13.82,0
70.85,11.38,0
66.29,9.6,0
61.74,8.03,0
57.23,6.82,0
52.5,5.58,0
47.88,4.54,0
43.17,3.71,0
38.96,3.1,0
34.91,2.46,0
92.55,29.86,0.07
90.54,26.4,0.07
88.2,23.15,0.06
85.7,20.23,0.05
82.35,17.28,0.03
79.01,14.82,0.03
74.99,12.46,0.01
71.06,10.57,0.01
67.04,8.86,0.01
62.6,7.46,0.01
57.78,6.11,0
53.34,5.06,0
98.96,55.23,0.23
98.57,50.17,0.16
97.83,45.27,0.1
96.95,40.41,0.06
95.44,35.64,0.03
93.97,31.52,0.02
92.42,26.96,0.01
90.11,23.13,0.01
87.18,19.7,0
83.85,16.6,0
79.99,13.9,0
75.66,11.68,0
99.95,85.04,1.12
99.91,81.43,0.9
99.76,77.17,0.6
99.63,71.96,0.48
99.36,66.16,0.33
99.08,60.17,0.25
98.62,54.35,0.15
97.83,48.26,0.07
96.56,42.5,0.03
95.15,36.95,0.03
93.09,31.92,0.02
90.65,27.12,0.01
94.5,37.58,0.05
92.53,32.5,0.04
90.22,27.69,0.03
87.44,23.49,0.01
84.15,19.66,0
80.48,16.63,0
76.08,13.5,0
71.38,11.21,0
66.33,9,0
60.92,7.34,0
55.95,6.08,0
50.76,4.84,0
83.58,19.42,0.01
80.03,16.97,0.01
76.66,14.46,0.01
72.32,12.09,0.01
67.66,10.09,0.01
62.67,8.17,0.01
57.78,6.6,0.01
53.16,5.51,0
48.5,4.5,0
43.83,3.7,0
39.52,3.11,0
35.89,2.51,0
92.58,29.73,0.04
96.58,44.55,0.34
95.63,41.11,0.3
94.66,38.02,0.23
97.12,51.56,1.03
96.49,49.06,0.84
95.73,46.13,0.71
97.88,59.68,2.09
97.45,56.97,1.74
97.02,54.11,1.4
98.59,66.86,3.88
98.25,64.68,3.29
100,96.83,20.49
100,98.09,31.1
100,97.62,26.71
100,97.17,22.39
100,98.4,33.21
100,98.1,28.13
100,97.49,23.07
100,98.44,35.23
100,98.07,29.01
100,97.5,23.1
100,98.6,36.42
100,98.2,29.83
100,99.94,50.55
100,99.94,61.86
100,99.87,50.49
100,99.8,40.94
100,99.84,54.24
100,99.73,43.9
100,99.54,34.87
100,99.62,48.78
100,99.46,39.16
100,99.07,30.77
100,99.39,44.7
100,99.05,35.98
100,99.12,38.56
100,99.39,50.26
99.99,99.17,41.48
99.99,98.87,33.01
100,99.19,46.41
100,98.75,37.78
100,98.28,29.87
100,98.97,43.72
100,98.57,35.22
100,98.02,27.93
100,98.68,41.66
100,98.35,34.31
100,98.48,36.55
100,99.04,49.58
100,98.75,41.97
100,98.4,34.49
100,99.13,48.32
100,98.86,40.7
100,98.42,33.3
100,98.97,48.27
100,98.81,40.2
100,98.53,33.19
100,99,47.99
100,98.75,40.6
100,99.97,63.65
100,99.99,75.73
100,99.98,67.86
100,99.98,58.66
100,99.99,72.62
100,99.97,63.09
100,99.95,53.58
100,99.98,69.42
100,99.98,59.59
100,99.96,49.41
100,99.98,65.67
100,99.99,55.77
100,100,63.87
100,100,75.98
100,100,65.99
100,100,55.64
100,100,70.1
100,100,59.2
100,99.97,49.25
100,99.99,64.07
100,99.99,53.59
100,99.96,43.61
100,99.97,59.99
100,99.96,50.13
100,99.97,54.57
100,99.99,66.77
100,99.96,57.3
100,99.94,47.07
100,99.98,61.81
100,99.96,52.28
100,99.89,42.43
100,99.92,57.5
100,99.88,47.94
100,99.82,38.74
100,99.89,54.55
100,99.86,45.28
100,99.89,48.91
100,99.94,61.14
100,99.91,51.86
100,99.8,42.71
100,99.89,57.76
100,99.82,48.21
100,99.72,39.23
100,99.89,54.81
100,99.79,45.55
100,99.66,37.37
100,99.87,53.52
100,99.8,44.4
100,99.82,48.79
100,99.91,62.86
100,99.87,53.75
100,99.8,44.56
100,99.89,60.71
100,99.83,51.26
100,99.7,42.12
100,99.82,58.57
100,99.77,49.69
100,99.61,40.95
100,99.85,58
100,99.81,49.05
100,99.97,61.42
100,99.98,73.6
100,99.98,64.83
100,99.97,55.01
100,99.98,69.24
100,99.97,59.76
100,99.96,49.83
100,99.98,66.6
100,99.98,56.76
100,99.97,46.65
100,99.98,63.05
100,99.94,52.88
100,99.98,58.76
100,100,72.2
100,100,62.95
100,99.96,52.69
100,99.99,67.9
100,99.99,57.67
100,99.96,47.11
100,99.99,63.67
100,99.97,53.53
100,99.92,43.84
100,99.97,60.38
100,99.94,50.77
100,99.96,55.83
100,99.99,68.59
100,99.98,58.33
100,99.93,48.25
100,99.97,64.01
100,99.95,53.77
100,99.92,43.95
100,99.97,60.35
100,99.91,50.69
100,99.87,41.04
100,99.93,57.44
100,99.87,48.2
100,99.91,53.16
100,99.95,66.17
100,99.94,56.37
100,99.9,47.08
100,99.94,62.43
100,99.92,52.97
100,99.86,43.43
100,99.95,59.49
100,99.91,49.77
100,99.87,40.87
100,99.92,57.42
100,99.9,48.5
100,99.94,54.12
100,99.97,68.27
100,99.96,58.69
100,99.93,49.25
100,99.97,64.56
100,99.96,54.77
100,99.91,44.94
100,99.96,61.6
100,99.95,52.13
100,99.91,42.76
100,99.96,59.77
100,99.93,50.53
100,99.98,59.01
100,99.99,72.25
100,99.99,62.76
100,99.97,52.8
100,100,67.16
100,99.99,57.94
100,99.96,47.99
100,99.99,63.88
100,99.97,53.97
100,99.94,44.04
100,99.94,60.61
100,99.93,51.11
100,99.95,57.22
100,99.96,70.69
100,99.95,61.74
100,99.92,51.46
100,99.96,66.35
100,99.91,56.13
100,99.91,46.58
100,99.97,63.54
100,99.96,54.17
100,99.94,44.36
100,99.98,59.95
100,99.97,49.74
100,99.97,54.91
100,100,68.84
100,99.99,59.63
100,99.96,49.35
100,99.97,65.38
100,99.97,54.96
100,99.94,45.61
100,99.97,62.07
100,99.94,52.25
100,99.93,42.61
100,99.97,59.54
100,99.94,50.14
100,99.94,55.53
100,99.99,68.31
100,99.97,59.47
100,99.92,49.26
100,99.98,64.35
100,99.97,54.35
100,99.9,44.94
100,99.94,61.83
100,99.89,52.24
100,99.87,42.26
100,99.97,60.54
100,99.93,50.87
100,99.94,56.61
100,99.97,69.16
100,99.92,59.29
100,99.88,49.76
100,99.99,65.51
100,99.97,55.7
100,99.94,46.14
100,100,62.32
100,100,52.73
100,99.96,43
100,100,60.46
100,100,51.24
100,100,58.3
100,100,70.84
100,100,61.27
100,99.98,52.08
100,100,67.22
100,100,57.75
100,100,47.67
100,100,63.48
100,100,54.03
100,99.95,44.29
100,99.98,60.4
100,99.95,51.24
100,99.96,56.96
100,99.98,70.08
100,99.95,60.91
100,99.94,51.08
100,99.97,65.92
100,99.96,56.16
100,99.91,46.67
100,99.95,63.35
100,99.93,54.01
100,99.86,43.66
100,99.97,60.82
100,99.94,51.02
100,99.97,57.03
100,100,69.73
100,100,59.97
100,99.99,50.34
100,100,65.69
100,99.99,56.05
100,99.98,45.84
100,100,62.47
100,100,52.53
100,99.94,42.98
100,99.97,60.49
100,99.95,50.84
100,99.97,56.84
100,100,69.51
100,99.98,60.35
100,99.93,50.57
100,99.98,65.77
100,99.94,56.35
100,99.9,46.42
100,99.98,62.88
100,99.94,52.88
100,99.91,43.38
100,99.96,60.53
100,99.94,51.05
100,99.95,57.11
100,99.97,70.6
100,99.97,61.57
100,99.94,51.44
100,99.98,65.84
100,99.96,55.47
100,99.96,45.69
100,100,62.47
100,99.98,52.61
100,99.95,43.85
100,99.98,60.3
100,99.96,50.43
100,99.98,57.03
100,99.98,70.81
100,99.98,61.3
100,99.94,51.58
100,99.96,65.8
100,99.96,56.15
100,99.93,46.16
100,99.97,62.32
100,99.98,53.03
100,99.96,43.77
100,99.99,60.67
100,99.98,51.24
100,99.98,56.75
100,100,69.41
100,99.98,60.24
100,99.96,49.92
100,99.96,65.56
100,99.94,55.43
100,99.92,45.78
100,99.96,62.28
100,99.94,52.64
100,99.9,43.03
100,99.95,59.99
100,99.94,51.16
100,99.96,56.44
100,99.97,70.11
100,99.96,60.68
100,99.96,50.52
100,99.96,65.26
100,99.96,55.09
100,99.93,45.32
100,99.95,63.03
100,99.93,53.56
100,99.86,43.94
100,99.95,60.32
100,99.91,50.81
100,99.98,56.61
100,99.98,69.9
100,99.98,60.42
100,99.96,50.66
100,99.98,65.48
100,99.97,55.61
100,99.96,45.51
100,99.99,61.69
100,99.96,52.27
100,99.94,42.78
100,99.97,59.58
100,99.95,50.31
100,99.95,56.46
100,99.98,69.84
100,99.98,62.37
100,99.97,54.43
100,99.99,69.99
100,99.99,63.87
100,99.98,57.79
100,99.99,72.45
100,99.98,67.48
100,99.97,62.39
100,99.99,75.64
100,99.97,70.55
100,99.98,75.26
100,100,83.71
100,99.99,79.76
100,99.99,74.51
100,99.99,83.3
100,99.99,78.7
100,99.98,73.73
100,99.99,83.22
100,99.99,78.62
100,99.98,73.66
100,99.99,83.08
100,99.99,78.52
100,99.99,81.8
100,99.98,88.3
100,99.98,84.1
100,99.98,79.19
100,99.99,86.92
100,99.99,82.32
100,99.98,76.8
100,99.98,85.78
100,99.97,81.31
100,99.95,76.48
100,99.99,85.23
100,99.99,80.56
100,99.99,83.89
100,99.98,89.45
100,99.98,85.52
100,99.98,80.75
100,99.98,87.31
100,99.98,82.89
100,99.98,77.58
100,99.99,86.04
100,99.98,81.29
100,99.98,76.33
100,99.99,85.22
100,99.99,80.81
100,99.99,84.4
100,100,90.25
100,100,86.27
100,100,81.29
100,100,88.02
100,100,83.71
100,100,78.42
100,100,86.59
100,100,82.21
100,100,76.95
100,100,85.59
100,100,81.56
100,100,84.51
100,100,90.03
100,100,86.12
100,100,80.96
100,100,88.02
100,100,83.18
100,100,77.84
100,100,86.41
100,100,81.91
100,99.99,77.22
100,99.99,85.59
100,99.99,80.39
100,99.99,83.15
100,99.99,88.6
100,99.99,84.48
100,99.99,79.62
100,99.99,86.81
100,99.99,82.62
100,99.99,77.07
100,99.99,85.56
100,99.99,80.87
100,99.99,75.96
100,100,85.03
100,100,80.6
100,100,83.52
100,100,89.61
100,100,85.92
100,99.99,80.74
100,99.99,87.05
100,99.99,82.62
100,99.98,77.41
100,100,85.99
100,100,81.47
100,100,76.47
100,99.99,85.43
100,99.99,80.89
100,99.99,83.77
100,99.99,89.44
100,99.99,85.67
100,99.99,80.65
100,99.98,87.35
100,99.98,82.84
100,99.98,77.87
100,100,86.24
100,99.99,81.52
100,99.99,76.48
100,99.99,85.18
100,99.99,80.74
100,100,84.26
100,100,90.17
100,100,86.03
100,100,81.06
100,100,87.64
100,100,83.11
100,100,77.94
100,100,86.49
100,100,81.76
100,100,77.05
100,99.99,85.8
100,99.99,81.37
100,99.99,84.36
100,99.99,89.48
100,99.99,85.41
